,close,funding_rate,is_trade,inj,eq,clt,leverage,entry,pos_size,d,change,change_pnl,funding,funding_pnl,margin,mm_sl,is_sl,fee,pnl
1161,247.01,-7.41427499025861e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,9.020492999999988,0.07521199085468386,0.00015270035126229125,0.015942691935280306,0.4880213423837302,0.12402083112305187,False,0.0,-0.6398245500218415
1162,247.01,-9.96927932911179e-09,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,9.020492999999988,0.07521199085468386,2.053218227523783e-08,0.01594271246746258,0.48802136291591247,0.12402083112305187,False,0.0,-0.6398245294896592
1163,247.01,-6.180803948920405e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,9.020492999999988,0.07521199085468386,0.00012729645654140792,0.016070008924003988,0.4881486593724539,0.12402083112305187,False,0.0,-0.6396972330331178
1164,247.01,-4.158311625356013e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,9.020492999999988,0.07521199085468386,8.564231117462025e-07,0.016070865347115736,0.4881495157955656,0.12402083112305187,False,0.0,-0.6396963766100061
1165,246.84,4.898953408357615e-09,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.850493,0.07379454743498437,-1.0082672423076731e-08,0.016070855264443313,0.48673206229319366,0.12402083112305187,False,0.0,-0.641113830112378
1166,246.84,-2.0778321211140318e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.850493,0.07379454743498437,4.2764441465392596e-07,0.016071282908857967,0.4867324899376083,0.12402083112305187,False,0.0,-0.6411134024679633
1167,246.84,-5.561471043063849e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.850493,0.07379454743498437,0.00011446218415136704,0.016185745093009334,0.4868469521217597,0.12402083112305187,False,0.0,-0.6409989402838119
1168,246.84,-2.7387387083828e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.850493,0.07379454743498437,5.636674397007917e-07,0.016186308760449034,0.4868475157891994,0.12402083112305187,False,0.0,-0.6409983766163723
1169,246.84,-6.2376642195647445e-09,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.850493,0.07379454743498437,1.2837910420565254e-08,0.016186321598359456,0.48684752862710984,0.12402083112305187,False,0.0,-0.6409983637784618
1170,246.37,1.0294638259477364e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-2.114733888600294e-08,0.01618630045102057,0.482928693319425,0.12402083112305187,False,0.0,-0.6449171990861466
1171,246.37,2.181742273054296e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-4.4817546811537885e-08,0.016186255633473756,0.48292864850187817,0.12402083112305187,False,0.0,-0.6449172439036934
1172,246.37,-4.502518175633572e-06,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,9.24911349972435e-06,0.01619550474697348,0.48293789761537786,0.12402083112305187,False,0.0,-0.6449079947901938
1173,246.37,5.5945625879731496e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-1.1492400994071275e-07,0.01619538982296354,0.48293778269136795,0.12402083112305187,False,0.0,-0.6449081097142038
1174,246.37,-8.265950071232288e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,1.6979989288132956e-06,0.01619708782189235,0.48293948069029674,0.12402083112305187,False,0.0,-0.644906411715275
1175,246.37,2.7897417985719666e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-5.7307127974639304e-08,0.016197030514764378,0.4829394233831688,0.12402083112305187,False,0.0,-0.6449064690224029
1176,246.37,-1.0549263233033525e-06,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,2.1670391806262136e-06,0.016199197553945003,0.4829415904223494,0.12402083112305187,False,0.0,-0.6449043019832222
1177,246.37,1.6259764619243516e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-3.340095532674305e-08,0.016199164152989675,0.4829415570213941,0.12402083112305187,False,0.0,-0.6449043353841776
1178,246.37,-1.4072112900480216e-06,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,2.890706140884418e-06,0.01620205485913056,0.482944447727535,0.12402083112305187,False,0.0,-0.6449014446780367
1179,246.37,-1.478076728695621e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,3.0362785649573464e-07,0.016202358486987055,0.48294475135539144,0.12402083112305187,False,0.0,-0.6449011410501801
1180,246.37,-3.419150578656756e-09,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,7.02364999785804e-09,0.016202365510637053,0.48294475837904144,0.12402083112305187,False,0.0,-0.6449011340265303
1181,246.37,1.9015140228785892e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-3.906107278833297e-08,0.016202326449564264,0.4829447193179687,0.12402083112305187,False,0.0,-0.644901173087603
1182,246.37,3.253059089786746e-09,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-6.68246336140859e-09,0.016202319767100903,0.4829447126355053,0.12402083112305187,False,0.0,-0.6449011797700663
1183,246.37,-3.806942894952762e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,7.820256476240119e-07,0.016203101792748528,0.48294549466115294,0.12402083112305187,False,0.0,-0.6449003977444188
1184,246.37,-4.275162905575331e-09,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,8.782078250669912e-09,0.01620311057482678,0.48294550344323117,0.12402083112305187,False,0.0,-0.6449003889623405
1185,246.37,1.3705170635624597e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-2.8153285294432834e-08,0.016203082421541486,0.4829454752899459,0.12402083112305187,False,0.0,-0.6449004171156257
1186,246.37,-1.1005060963940158e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,2.2606695621510823e-05,0.016225689117162996,0.4829680819855674,0.12402083112305187,False,0.0,-0.6448778104200042
1187,246.37,-6.501995607742251e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,1.3356458098529497e-06,0.016227024762972848,0.48296941763137724,0.12402083112305187,False,0.0,-0.6448764747741944
1188,246.37,8.076211620552371e-09,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,-1.659022684917213e-08,0.016227008172746,0.4829694010411504,0.12402083112305187,False,0.0,-0.6448764913644213
1189,246.37,-4.330215138212424e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,8.380493000000001,0.06987573327463843,8.895167044143146e-07,0.016227897689450415,0.48297029055785484,0.12402083112305187,False,0.0,-0.6448756018477169
1190,241.658379,-1.4037439346529917e-08,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,3.6688719999999932,0.03059069690658876,2.828437336593145e-08,0.01622792597382378,0.44368528247417854,0.12402083112305187,False,0.0,-0.684160609931393
1191,241.658379,-2.0155767981381256e-07,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,3.6688719999999932,0.03059069690658876,4.0612340540826777e-07,0.016228332097229188,0.44368568859758395,0.12402083112305187,False,0.0,-0.6841602038079877
1192,238.04,-2.216247147773584e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,0.0504929999999888,0.0004210057093580933,4.39870606455813e-05,0.01627231915787477,0.41355998446099884,0.12402083112305187,False,0.0,-0.7142859079445728
1193,239.5,-9.132305483289644e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,1.5104929999999968,0.01259434331383705,0.00018236553248218354,0.016454684690356953,0.42591568759796,0.12402083112305187,False,0.0,-0.7019302048076117
1194,243.306475,-4.539111244050636e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,5.316968000000003,0.04433236061384311,9.208339101292e-05,0.016546768081369873,0.45774578828897894,0.12402083112305187,False,0.0,-0.6701001041165927
1195,243.306475,-5.744221154969985e-05,False,0.0,1.1278458924055716,0.396866659593766,5,237.989507,0.008337902468821157,1,5.316968000000003,0.04433236061384311,0.00011653104192391708,0.01666329912329379,0.4578623193309029,0.12402083112305187,False,0.0,-0.6699835730746688
