,close,funding_rate,is_trade,inj,eq,clt,leverage,entry,pos_size,d,change,change_pnl,funding,funding_pnl,margin,mm_sl,is_sl,fee,pnl
0,337.3,-0.00013228125,False,0.5,0.5,0.5,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0
1,337.3,-0.00013228125,True,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,0.0,0.0,0.0,0.0,0.4975,0.15546875,False,0.0025,-0.0025000000000000022
2,337.3,-0.00013228125,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,0.0,0.0,-0.00032904960937499994,-0.00032904960937499994,0.497170950390625,0.15546875,False,0.0,-0.002829049609375023
3,337.3,-0.00013228125,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,0.0,0.0,-0.00032904960937499994,-0.0006580992187499999,0.49684190078125,0.15546875,False,0.0,-0.003158099218749988
4,337.3,-0.00013228125,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,0.0,0.0,-0.00032904960937499994,-0.0009871488281249998,0.496512851171875,0.15546875,False,0.0,-0.0034871488281250085
5,337.3,-0.00013228125,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,0.0,0.0,-0.00032904960937499994,-0.0013161984374999997,0.49618380156249997,0.15546875,False,0.0,-0.003816198437500029
6,337.3,-0.00013228125,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,0.0,0.0,-0.00032904960937499994,-0.0016452480468749997,0.495854751953125,0.15546875,False,0.0,-0.004145248046874994
7,337.3,-0.00013228125,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,0.0,0.0,-0.00032904960937499994,-0.0019742976562499995,0.49552570234375,0.15546875,False,0.0,-0.004474297656250015
8,333.25,-0.00011792375,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,-4.050000000000011,0.029867699377408918,-0.0002898132170105433,-0.0022641108732605426,0.5251035885041484,0.15546875,False,0.0,0.0251035885041484
9,333.25,-0.00011792375,False,0.0,0.5,0.4975,5,337.3,-0.007374740587014527,-1,-4.050000000000011,0.029867699377408918,-0.0002898132170105433,-0.0025539240902710857,0.5248137752871378,0.15546875,False,0.0,0.024813775287137796
