datetime,timestamp,open,high,low,close,funding_rate
2022-01-05 20:00:00,1641412800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-06 04:00:00,1641441600.0,45658.75,45658.75,45658.75,45658.75,7.2e-05
2022-01-06 12:00:00,1641470400.0,45658.75,45658.75,45658.75,45658.75,-1e-06
2022-01-06 20:00:00,1641499200.0,45658.75,45658.75,45658.75,45658.75,-1.8e-05
2022-01-07 04:00:00,1641528000.0,45658.75,45658.75,45658.75,45658.75,-1.5e-05
2022-01-07 12:00:00,1641556800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-07 20:00:00,1641585600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-08 04:00:00,1641614400.0,45658.75,45658.75,45658.75,45658.75,6.8e-05
2022-01-08 12:00:00,1641643200.0,45658.75,45658.75,45658.75,45658.75,3.7e-05
2022-01-08 20:00:00,1641672000.0,45658.75,45658.75,45658.75,45658.75,-0.000159
2022-01-09 04:00:00,1641700800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-09 12:00:00,1641729600.0,45658.75,45658.75,45658.75,45658.75,-8.4e-05
2022-01-09 20:00:00,1641758400.0,45658.75,45658.75,45658.75,45658.75,3.1e-05
2022-01-10 04:00:00,1641787200.0,45658.75,45658.75,45658.75,45658.75,-5.1e-05
2022-01-10 12:00:00,1641816000.0,45658.75,45658.75,45658.75,45658.75,-0.000106
2022-01-10 20:00:00,1641844800.0,45658.75,45658.75,45658.75,45658.75,-4.3e-05
2022-01-11 04:00:00,1641873600.0,45658.75,45658.75,45658.75,45658.75,2.8e-05
2022-01-11 12:00:00,1641902400.0,45658.75,45658.75,45658.75,45658.75,4.6e-05
2022-01-11 20:00:00,1641931200.0,45658.75,45658.75,45658.75,45658.75,6e-06
2022-01-12 04:00:00,1641960000.0,45658.75,45658.75,45658.75,45658.75,-0.000221
2022-01-12 12:00:00,1641988800.0,45658.75,45658.75,45658.75,45658.75,-0.000268
2022-01-12 20:00:00,1642017600.0,45658.75,45658.75,45658.75,45658.75,-9.6e-05
2022-01-13 04:00:00,1642046400.0,45658.75,45658.75,45658.75,45658.75,-0.000236
2022-01-13 12:00:00,1642075200.0,45658.75,45658.75,45658.75,45658.75,-9.2e-05
2022-01-13 20:00:00,1642104000.0,45658.75,45658.75,45658.75,45658.75,-0.000149
2022-01-14 04:00:00,1642132800.0,45658.75,45658.75,45658.75,45658.75,7e-06
2022-01-14 12:00:00,1642161600.0,45658.75,45658.75,45658.75,45658.75,-7.2e-05
2022-01-14 20:00:00,1642190400.0,45658.75,45658.75,45658.75,45658.75,-2.6e-05
2022-01-15 04:00:00,1642219200.0,45658.75,45658.75,45658.75,45658.75,6.8e-05
2022-01-15 12:00:00,1642248000.0,45658.75,45658.75,45658.75,45658.75,-0.000143
2022-01-15 20:00:00,1642276800.0,45658.75,45658.75,45658.75,45658.75,-5.1e-05
2022-01-16 04:00:00,1642305600.0,45658.75,45658.75,45658.75,45658.75,-3.8e-05
2022-01-16 12:00:00,1642334400.0,45658.75,45658.75,45658.75,45658.75,-6.5e-05
2022-01-16 20:00:00,1642363200.0,45658.75,45658.75,45658.75,45658.75,-0.000153
2022-01-17 04:00:00,1642392000.0,45658.75,45658.75,45658.75,45658.75,6.3e-05
2022-01-17 12:00:00,1642420800.0,45658.75,45658.75,45658.75,45658.75,-0.000108
2022-01-17 20:00:00,1642449600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-18 04:00:00,1642478400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-18 12:00:00,1642507200.0,45658.75,45658.75,45658.75,45658.75,6.2e-05
2022-01-18 20:00:00,1642536000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-19 04:00:00,1642564800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-19 12:00:00,1642593600.0,45658.75,45658.75,45658.75,45658.75,9.3e-05
2022-01-19 20:00:00,1642622400.0,45658.75,45658.75,45658.75,45658.75,-1.5e-05
2022-01-20 04:00:00,1642651200.0,45658.75,45658.75,45658.75,45658.75,9.3e-05
2022-01-20 12:00:00,1642680000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-20 20:00:00,1642708800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-21 04:00:00,1642737600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-21 12:00:00,1642766400.0,45658.75,45658.75,45658.75,45658.75,-5.5e-05
2022-01-21 20:00:00,1642795200.0,45658.75,45658.75,45658.75,45658.75,-0.000154
2022-01-22 04:00:00,1642824000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-22 12:00:00,1642852800.0,45658.75,45658.75,45658.75,45658.75,-0.000132
2022-01-22 20:00:00,1642881600.0,45658.75,45658.75,45658.75,45658.75,-0.000132
2022-01-23 04:00:00,1642910400.0,45658.75,45658.75,45658.75,45658.75,-2.9e-05
2022-01-23 12:00:00,1642939200.0,45658.75,45658.75,45658.75,45658.75,-0.000197
2022-01-23 20:00:00,1642968000.0,45658.75,45658.75,45658.75,45658.75,-0.000235
2022-01-24 04:00:00,1642996800.0,45658.75,45658.75,45658.75,45658.75,-0.000182
2022-01-24 12:00:00,1643025600.0,45658.75,45658.75,45658.75,45658.75,-0.000232
2022-01-24 20:00:00,1643054400.0,45658.75,45658.75,45658.75,45658.75,-0.000182
2022-01-25 04:00:00,1643083200.0,45658.75,45658.75,45658.75,45658.75,-0.000147
2022-01-25 12:00:00,1643112000.0,45658.75,45658.75,45658.75,45658.75,-6.2e-05
2022-01-25 20:00:00,1643140800.0,45658.75,45658.75,45658.75,45658.75,9.5e-05
2022-01-26 04:00:00,1643169600.0,45658.75,45658.75,45658.75,45658.75,-0.000221
2022-01-26 12:00:00,1643198400.0,45658.75,45658.75,45658.75,45658.75,-0.000243
2022-01-26 20:00:00,1643227200.0,45658.75,45658.75,45658.75,45658.75,-0.000262
2022-01-27 04:00:00,1643256000.0,45658.75,45658.75,45658.75,45658.75,-0.000113
2022-01-27 12:00:00,1643284800.0,45658.75,45658.75,45658.75,45658.75,-5.3e-05
2022-01-27 20:00:00,1643313600.0,45658.75,45658.75,45658.75,45658.75,5.6e-05
2022-01-28 04:00:00,1643342400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-01-28 12:00:00,1643371200.0,45658.75,45658.75,45658.75,45658.75,9.6e-05
2022-01-28 20:00:00,1643400000.0,45658.75,45658.75,45658.75,45658.75,7.6e-05
2022-01-29 04:00:00,1643428800.0,45658.75,45658.75,45658.75,45658.75,7.4e-05
2022-01-29 12:00:00,1643457600.0,45658.75,45658.75,45658.75,45658.75,-0.000123
2022-01-29 20:00:00,1643486400.0,45658.75,45658.75,45658.75,45658.75,-0.000176
2022-01-30 04:00:00,1643515200.0,45658.75,45658.75,45658.75,45658.75,-8.6e-05
2022-01-30 12:00:00,1643544000.0,45658.75,45658.75,45658.75,45658.75,1.2e-05
2022-01-30 20:00:00,1643572800.0,45658.75,45658.75,45658.75,45658.75,-2.9e-05
2022-01-31 04:00:00,1643601600.0,45658.75,45658.75,45658.75,45658.75,-4e-06
2022-01-31 12:00:00,1643630400.0,45658.75,45658.75,45658.75,45658.75,-3.1e-05
2022-01-31 20:00:00,1643659200.0,45658.75,45658.75,45658.75,45658.75,-3.7e-05
2022-02-01 04:00:00,1643688000.0,45658.75,45658.75,45658.75,45658.75,2e-05
2022-02-01 12:00:00,1643716800.0,45658.75,45658.75,45658.75,45658.75,-0.000159
2022-02-01 20:00:00,1643745600.0,45658.75,45658.75,45658.75,45658.75,-0.000129
2022-02-02 04:00:00,1643774400.0,45658.75,45658.75,45658.75,45658.75,-3.8e-05
2022-02-02 12:00:00,1643803200.0,45658.75,45658.75,45658.75,45658.75,-0.000132
2022-02-02 20:00:00,1643832000.0,45658.75,45658.75,45658.75,45658.75,-3e-05
2022-02-03 04:00:00,1643860800.0,45658.75,45658.75,45658.75,45658.75,-0.000114
2022-02-03 12:00:00,1643889600.0,45658.75,45658.75,45658.75,45658.75,6.9e-05
2022-02-03 20:00:00,1643918400.0,45658.75,45658.75,45658.75,45658.75,3.5e-05
2022-02-04 04:00:00,1643947200.0,45658.75,45658.75,45658.75,45658.75,5.2e-05
2022-02-04 12:00:00,1643976000.0,45658.75,45658.75,45658.75,45658.75,-6.6e-05
2022-02-04 20:00:00,1644004800.0,45658.75,45658.75,45658.75,45658.75,-8.3e-05
2022-02-05 04:00:00,1644033600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-05 12:00:00,1644062400.0,45658.75,45658.75,45658.75,45658.75,5.9e-05
2022-02-05 20:00:00,1644091200.0,45658.75,45658.75,45658.75,45658.75,-2e-06
2022-02-06 04:00:00,1644120000.0,45658.75,45658.75,45658.75,45658.75,7.4e-05
2022-02-06 12:00:00,1644148800.0,45658.75,45658.75,45658.75,45658.75,-3.7e-05
2022-02-06 20:00:00,1644177600.0,45658.75,45658.75,45658.75,45658.75,6.1e-05
2022-02-07 04:00:00,1644206400.0,45658.75,45658.75,45658.75,45658.75,-8e-06
2022-02-07 12:00:00,1644235200.0,45658.75,45658.75,45658.75,45658.75,-0.000164
2022-02-07 20:00:00,1644264000.0,45658.75,45658.75,45658.75,45658.75,-0.000116
2022-02-08 04:00:00,1644292800.0,45658.75,45658.75,45658.75,45658.75,-9.7e-05
2022-02-08 12:00:00,1644321600.0,45658.75,45658.75,45658.75,45658.75,-8.3e-05
2022-02-08 20:00:00,1644350400.0,45658.75,45658.75,45658.75,45658.75,-7e-06
2022-02-09 04:00:00,1644379200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-09 12:00:00,1644408000.0,45658.75,45658.75,45658.75,45658.75,-4.5e-05
2022-02-09 20:00:00,1644436800.0,45658.75,45658.75,45658.75,45658.75,7.9e-05
2022-02-10 04:00:00,1644465600.0,45658.75,45658.75,45658.75,45658.75,-9.4e-05
2022-02-10 12:00:00,1644494400.0,45658.75,45658.75,45658.75,45658.75,-4.9e-05
2022-02-10 20:00:00,1644523200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-11 04:00:00,1644552000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-11 12:00:00,1644580800.0,45658.75,45658.75,45658.75,45658.75,7.5e-05
2022-02-11 20:00:00,1644609600.0,45658.75,45658.75,45658.75,45658.75,-2.6e-05
2022-02-12 04:00:00,1644638400.0,45658.75,45658.75,45658.75,45658.75,-1e-05
2022-02-12 12:00:00,1644667200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-12 20:00:00,1644696000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-13 04:00:00,1644724800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-13 12:00:00,1644753600.0,45658.75,45658.75,45658.75,45658.75,-0.000138
2022-02-13 20:00:00,1644782400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-14 04:00:00,1644811200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-14 12:00:00,1644840000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-14 20:00:00,1644868800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-15 04:00:00,1644897600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-15 12:00:00,1644926400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-15 20:00:00,1644955200.0,45658.75,45658.75,45658.75,45658.75,-3.6e-05
2022-02-16 04:00:00,1644984000.0,45658.75,45658.75,45658.75,45658.75,4e-05
2022-02-16 12:00:00,1645012800.0,45658.75,45658.75,45658.75,45658.75,5.2e-05
2022-02-16 20:00:00,1645041600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-17 04:00:00,1645070400.0,45658.75,45658.75,45658.75,45658.75,1.3e-05
2022-02-17 12:00:00,1645099200.0,45658.75,45658.75,45658.75,45658.75,-0.000108
2022-02-17 20:00:00,1645128000.0,45658.75,45658.75,45658.75,45658.75,-0.000117
2022-02-18 04:00:00,1645156800.0,45658.75,45658.75,45658.75,45658.75,-0.000189
2022-02-18 12:00:00,1645185600.0,45658.75,45658.75,45658.75,45658.75,-0.000119
2022-02-18 20:00:00,1645214400.0,45658.75,45658.75,45658.75,45658.75,-0.000131
2022-02-19 04:00:00,1645243200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-19 12:00:00,1645272000.0,45658.75,45658.75,45658.75,45658.75,1e-06
2022-02-19 20:00:00,1645300800.0,45658.75,45658.75,45658.75,45658.75,5.5e-05
2022-02-20 04:00:00,1645329600.0,45658.75,45658.75,45658.75,45658.75,8.1e-05
2022-02-20 12:00:00,1645358400.0,45658.75,45658.75,45658.75,45658.75,7.3e-05
2022-02-20 20:00:00,1645387200.0,45658.75,45658.75,45658.75,45658.75,-2.9e-05
2022-02-21 04:00:00,1645416000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-21 12:00:00,1645444800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-21 20:00:00,1645473600.0,45658.75,45658.75,45658.75,45658.75,-0.0001
2022-02-22 04:00:00,1645502400.0,45658.75,45658.75,45658.75,45658.75,-1.2e-05
2022-02-22 12:00:00,1645531200.0,45658.75,45658.75,45658.75,45658.75,5.3e-05
2022-02-22 20:00:00,1645560000.0,45658.75,45658.75,45658.75,45658.75,4.4e-05
2022-02-23 04:00:00,1645588800.0,45658.75,45658.75,45658.75,45658.75,-3.3e-05
2022-02-23 12:00:00,1645617600.0,45658.75,45658.75,45658.75,45658.75,-1.4e-05
2022-02-23 20:00:00,1645646400.0,45658.75,45658.75,45658.75,45658.75,-0.000231
2022-02-24 04:00:00,1645675200.0,45658.75,45658.75,45658.75,45658.75,-4.5e-05
2022-02-24 12:00:00,1645704000.0,45658.75,45658.75,45658.75,45658.75,-2.2e-05
2022-02-24 20:00:00,1645732800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-25 04:00:00,1645761600.0,45658.75,45658.75,45658.75,45658.75,-0.000207
2022-02-25 12:00:00,1645790400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-25 20:00:00,1645819200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-02-26 04:00:00,1645848000.0,45658.75,45658.75,45658.75,45658.75,-4e-05
2022-02-26 12:00:00,1645876800.0,45658.75,45658.75,45658.75,45658.75,-0.000168
2022-02-26 20:00:00,1645905600.0,45658.75,45658.75,45658.75,45658.75,-5.2e-05
2022-02-27 04:00:00,1645934400.0,45658.75,45658.75,45658.75,45658.75,-0.000173
2022-02-27 12:00:00,1645963200.0,45658.75,45658.75,45658.75,45658.75,-8.6e-05
2022-02-27 20:00:00,1645992000.0,45658.75,45658.75,45658.75,45658.75,-0.000151
2022-02-28 04:00:00,1646020800.0,45658.75,45658.75,45658.75,45658.75,1.6e-05
2022-02-28 12:00:00,1646049600.0,45658.75,45658.75,45658.75,45658.75,-0.000119
2022-02-28 20:00:00,1646078400.0,45658.75,45658.75,45658.75,45658.75,5.2e-05
2022-03-01 04:00:00,1646107200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-01 12:00:00,1646136000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-01 20:00:00,1646164800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-02 04:00:00,1646193600.0,45658.75,45658.75,45658.75,45658.75,7.3e-05
2022-03-02 12:00:00,1646222400.0,45658.75,45658.75,45658.75,45658.75,5.6e-05
2022-03-02 20:00:00,1646251200.0,45658.75,45658.75,45658.75,45658.75,8.5e-05
2022-03-03 04:00:00,1646280000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-03 12:00:00,1646308800.0,45658.75,45658.75,45658.75,45658.75,7.5e-05
2022-03-03 20:00:00,1646337600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-04 04:00:00,1646366400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-04 12:00:00,1646395200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-04 20:00:00,1646424000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-05 04:00:00,1646452800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-05 12:00:00,1646481600.0,45658.75,45658.75,45658.75,45658.75,7.1e-05
2022-03-05 20:00:00,1646510400.0,45658.75,45658.75,45658.75,45658.75,-0.000105
2022-03-06 04:00:00,1646539200.0,45658.75,45658.75,45658.75,45658.75,-0.0002
2022-03-06 12:00:00,1646568000.0,45658.75,45658.75,45658.75,45658.75,-0.000224
2022-03-06 20:00:00,1646596800.0,45658.75,45658.75,45658.75,45658.75,2e-05
2022-03-07 04:00:00,1646625600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-07 12:00:00,1646654400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-07 20:00:00,1646683200.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-08 04:00:00,1646712000.0,45658.75,45658.75,45658.75,45658.75,8.6e-05
2022-03-08 12:00:00,1646740800.0,45658.75,45658.75,45658.75,45658.75,-3.1e-05
2022-03-08 20:00:00,1646769600.0,45658.75,45658.75,45658.75,45658.75,4.9e-05
2022-03-09 04:00:00,1646798400.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-09 12:00:00,1646827200.0,45658.75,45658.75,45658.75,45658.75,-0.000101
2022-03-09 20:00:00,1646856000.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-10 04:00:00,1646884800.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-10 12:00:00,1646913600.0,45658.75,45658.75,45658.75,45658.75,0.0001
2022-03-10 20:00:00,1646942400.0,45658.75,45658.75,45658.75,45658.75,-1e-05
2022-03-11 04:00:00,1646971200.0,45658.75,45658.75,45658.75,45658.75,-0.000229
